date,open,high,low,close,Volume BTC,Volume USD,return,MA7,MA30,MA50,MA100,MA200,volatility7,volatility30,lag1_close,day_of_week,rsi14,macd,macd_signal,macd_diff,atr14,roc5,roc10
2017-07-19,2308.82,2402.5,2223.0,2265.21,17009.88349592,39256668.4177523,-0.016712172973160633,2176.6314285714284,2449.426,2519.4704,2066.353,1555.9635,165.34605694608672,197.01550225368726,2303.71,2,45.889017988488035,-90.1864394073682,-71.05168445964149,-19.134754947726705,183.33002619077578,0.023421298743544927,-0.09474159566475382
2017-07-20,2265.51,2938.0,2265.51,2875.03,30989.89112526,80388585.79656495,0.26921124310770317,2253.0657142857144,2453.927,2531.0108,2082.9134,1565.3499,312.04034268328905,205.25307180110576,2265.21,3,63.8887200760773,-35.455905475352665,-63.93252866278373,28.476623187431066,218.29145289143463,0.45902837336527114,0.23739697432697082
2017-07-21,2880.0,2887.45,2611.39,2670.0,20724.16050338,56456097.015391216,-0.07131403846220741,2318.2985714285714,2454.359,2536.1382,2097.4917,1573.6372000000001,348.0148996057767,205.70844222445166,2875.03,4,57.02096362711178,-8.527471135735595,-52.85151715737411,44.324046021638516,222.41777768490357,0.39234367422286875,0.15785913147555486
2017-07-22,2667.01,2882.0,2644.59,2832.71,12819.63134804,35807314.858699135,0.0609400749063671,2441.4700000000003,2458.3333333333335,2543.0135999999998,2114.0897,1582.6245499999998,356.8730035087177,211.9445974831527,2670.0,5,60.637210584394715,25.64719931422951,-37.15177386305339,62.7989731772829,223.48865070741044,0.27255615453728654,0.18622696817420437
2017-07-23,2824.82,2855.0,2640.0,2749.02,11001.96460067,30309041.77379112,-0.029544146771113167,2560.2400000000002,2460.4656666666665,2547.1751999999997,2129.8765,1590.79505,284.4833065987059,214.60924760231916,2832.71,6,57.93697753493144,45.453824888255895,-20.630654112791536,66.08447900104743,222.882318514024,0.1933012401734593,0.17479989230723225
2017-07-24,2756.8,2800.0,2701.0,2759.98,10001.9150661,27562636.032398764,0.003986875322842254,2636.522857142857,2467.2096666666666,2551.7694,2145.7418,1599.57125,249.3426960172342,220.85682652800145,2749.02,0,58.19949922294042,61.3281460657613,-4.238894077080969,65.56704014284227,214.033581477308,0.21842125012691982,0.24695825822162587
2017-07-25,2759.95,2775.79,2450.0,2564.82,21326.54783885,55119744.58596138,-0.07071065732360371,2673.824285714286,2469.302666666667,2549.1058000000003,2159.7669,1607.9259,207.2308721255228,221.49478852642233,2759.98,1,51.97858640332473,57.49807694767287,8.1085001278698,49.38957681980307,222.01618280035743,-0.10789800454256127,0.30160212330817915
2017-07-26,2564.74,2608.96,2400.0,2524.99,17713.6744658,44110782.620422445,-0.015529354886502866,2710.9357142857143,2472.7616666666663,2541.9908,2173.2514,1616.01985,131.15703651947726,221.52827287578907,2564.82,2,50.785481522695015,50.66473986714573,16.619748075724985,34.04499179142074,221.0835983146176,-0.05431086142322106,0.3167242898786522
2017-07-27,2524.99,2695.0,2509.63,2666.33,11826.47519948,30470881.924916796,0.055976459312710114,2681.121428571428,2476.139333333333,2541.6567999999997,2187.8889,1624.8027499999998,109.58520511890464,223.74454533028106,2524.99,3,54.75438147526493,56.00859554630915,24.49751756984182,31.511077976467334,218.53262700643063,-0.058735274701610884,0.1978122192273135
2017-07-28,2666.33,2825.0,2655.82,2777.01,14069.50149214,38674831.60744748,0.041510240667884446,2696.4085714285716,2483.3763333333336,2541.077,2203.6191999999996,1634.20665,115.10036047273016,229.9717455731263,2666.33,4,57.63554111013945,68.38627625737672,33.2752693073488,35.11100695002792,215.00743936311414,0.010181810245105671,0.2054512069661547
2017-07-29,2777.01,2785.65,2631.78,2680.56,10782.21753675,29162093.8927272,-0.03473159981418872,2674.672857142857,2488.0086666666666,2538.2418,2218.0829,1643.0842000000002,98.19586442654403,232.56974639038643,2777.01,5,54.385480028825995,69.61054147251662,40.542323740382365,29.06821773213425,210.64047940860596,-0.028775570837469844,0.1833604831340141
2017-07-30,2681.6,2774.45,2569.69,2742.37,9678.16126067,25850256.960408095,0.02305861461784109,2673.7228571428573,2497.238,2535.0894,2233.0705,1652.9029500000001,97.38553515354774,237.09514319549703,2680.56,6,56.09417478803381,74.70715334793931,47.37528966189376,27.33186368604555,210.2204451651341,0.06922513080839976,-0.046142127212585704
2017-07-31,2745.76,2889.99,2680.01,2855.81,11114.33554221,30775400.322355956,0.04136568005046737,2687.412857142857,2512.0179999999996,2533.1212,2249.2965999999997,1663.14465,116.40960365798675,245.30303134890565,2742.37,0,59.12078234317474,86.89820648853629,55.279873027222266,31.618333461314023,210.20327051048162,0.13101834066669582,0.06959176029962544
2017-08-01,2855.81,2929.17,2615.0,2731.0,12525.07669112,34319180.323908776,-0.043703887863688395,2711.152857142857,2519.572333333333,2534.4,2264.1866999999997,1672.67035,103.46729929697405,248.52782570476262,2855.81,1,54.65657621174897,85.50295517147106,61.32448945607203,24.178465715399028,217.62946547401864,0.02425431210690343,-0.035905546279004885
2017-08-02,2732.0,2760.0,2650.0,2703.51,9486.62552563,25701752.871771883,-0.010065909923104965,2736.655714285714,2524.673666666667,2534.4098,2278.686,1682.09655,64.65540190299794,250.74468507425064,2731.0,2,53.694860251198726,81.24248242822705,65.30808805050304,15.934394377724004,209.94164651158874,-0.026467315566022442,-0.016554990505707412
2017-08-03,2703.51,2807.44,2698.83,2793.37,7963.69799924,21942378.667501982,0.03323827172823468,2754.804285714286,2531.248666666667,2541.2772,2293.9297,1691.9541,59.22715533073949,255.2287843151417,2703.51,3,56.395765944636956,84.14698404046294,69.07586724849503,15.07111679196791,202.70367176076098,0.04208448980809987,0.01209791375299818
2017-08-04,2793.34,2877.52,2765.91,2855.0,7635.8216719,21649647.013284322,0.02206295621417853,2765.945714285714,2539.652,2549.879,2309.5998,1702.07005,70.3850161272854,261.7364276940937,2793.37,4,58.196713573278274,90.38000400400415,73.33669459959685,17.043309404407296,196.19698092070664,0.041070315092420095,0.11313854383543487
2017-08-05,2851.01,3339.66,2848.32,3263.62,16996.27310091,53864970.99245302,0.14312434325744294,2849.2400000000002,2561.7596666666664,2565.4578,2328.9206999999997,1713.8582000000001,192.15779592130417,293.1664739792031,2855.0,5,67.71714267931287,126.82991988422646,84.03533965652278,42.794580227703676,217.27862514065615,0.1428001162542325,0.29252789119956923
2017-08-06,3263.51,3296.51,3146.1,3222.75,5998.73578852,19415356.185615852,-0.012522904014560465,2917.865714285714,2585.802666666667,2577.3128,2347.8412,1725.53345,229.73528744021553,316.68438862617876,3263.62,6,66.09574589555092,150.6819061734691,97.36465295991204,53.31725321355705,212.50229477346645,0.18006224826071038,0.2086838463356
2017-08-07,3216.78,3430.0,3186.0,3387.55,12046.11726501,40234982.214820005,0.05113645178806925,2993.8285714285716,2613.7186666666666,2594.7241999999997,2368.3867,1737.96615,286.6559321688975,348.7180428738144,3222.75,0,69.28892283793108,180.79862584539978,114.05144753700958,66.7471783083902,214.75213086107598,0.2530192231580426,0.2198551679684264
2017-08-08,3387.54,3490.0,3300.0,3412.41,15835.37020781,54047554.11907721,0.007338637068087461,3091.172857142857,2644.0563333333334,2611.0124,2389.0087,1750.5492,298.0016569704664,377.1216751557713,3387.55,1,69.75172775428985,204.31709708870267,132.10457744734822,72.21251964135445,212.98412151385628,0.22161045618732933,0.27302130898021315
2017-08-09,3408.46,3423.1,3178.72,3342.99,14286.84413824,47355948.73813342,-0.020343393671921062,3182.5271428571427,2678.041,2623.0721999999996,2408.53,1762.6542499999998,254.14565028177012,392.8443185840788,3412.41,2,66.72775684682766,214.87707202760157,148.6590763633989,66.21799566420268,215.22668426286654,0.17092469352014006,0.21901493963250762
2017-08-10,3342.99,3448.0,3311.17,3413.03,9031.12128021,30662056.576518904,0.020951304072103216,3271.0499999999997,2714.942666666667,2638.192,2428.1828,1775.1006,197.64205060327578,408.377806524308,3342.99,3,68.22454595919942,226.28905157200825,164.18507140512077,62.10398016688748,209.6269211012332,0.04578045238109829,0.19511802255752309
2017-08-11,3410.0,3705.0,3390.67,3645.06,11927.37333424,41893016.90826935,0.06798358057210163,3383.9157142857143,2756.8446666666664,2656.8235999999997,2449.6012,1788.7583,136.61958886596818,437.15198853592716,3413.03,4,72.61904881674796,251.16078424558054,181.58021397321272,69.58057027236782,217.1057124511451,0.13104026064696295,0.334697912852435
2017-08-12,3651.74,3934.0,3586.95,3855.1,12351.07466143,46808256.167206496,0.05762319413123507,3468.412857142857,2807.3483333333334,2680.2246,2472.7799,1803.60645,211.95702180035872,473.3531278245239,3645.06,5,75.87202849720585,284.5402809642419,202.1722273714186,82.36805359282332,226.38744727606334,0.13802010302430956,0.4259610654297561
2017-08-13,3855.04,4190.0,3841.71,4053.87,15889.82978854,63678321.19247599,0.05156027081009573,3587.144285714286,2868.6983333333337,2710.1488,2498.1695999999997,1819.4086500000003,274.8588839057354,511.4524164679594,3855.1,6,78.47788918543375,323.3059803197257,226.39897796108002,96.90700235864566,235.09477247063023,0.18797858405056833,0.45124706000279224
2017-08-14,4053.87,4329.43,3964.96,4306.23,14212.30420724,59839433.8064571,0.0622516262238304,3718.384285714285,2946.5556666666666,2746.2327999999998,2525.6517000000003,1836.36565,367.41512824311786,546.5826667115738,4053.87,0,81.24708425514902,370.12485040940965,255.14415245074593,114.98069795866371,244.33586015129953,0.2881372663394146,0.5083117338003502
2017-08-15,4320.95,4400.0,3800.0,4155.67,25515.71801437,104670300.00736423,-0.034963297362193724,3824.5642857142857,3021.1569999999997,2780.9218,2551.6683,1852.5538999999999,371.6276013187219,553.9866303138972,4306.23,1,75.04333041558388,390.5778699906796,282.2308959587327,108.3469740319469,269.7404415690638,0.21758964908014278,0.2733314540295746
2017-08-16,4154.99,4379.78,3926.06,4378.84,12923.63728054,54201451.11392368,0.053702531721719904,3972.542857142857,3092.918333333333,2817.1985999999997,2578.9613,1869.8551,353.7104785797915,585.9466909792519,4155.67,2,77.75474012624558,419.954020716852,309.7755209103566,110.17849980649544,282.88183859984497,0.2013080717464184,0.35872779458536974
2017-08-17,4361.99,4480.0,4167.21,4276.5,14573.18592909,63221690.21138223,-0.023371486512409723,4095.8957142857143,3158.678,2851.5306,2604.5235,1886.67755,265.6722391003132,604.7215937044156,4378.84,3,73.7953197015088,430.0198479727778,333.82438632284084,96.19546164993699,285.01813584271315,0.10930974553189277,0.2624167908960753
2017-08-18,4260.47,4368.0,3964.96,4100.0,17516.99336076,73243722.71898398,-0.04127206828013563,4160.887142857143,3219.8376666666663,2882.6988,2627.7977,1902.5776,178.2728410531047,604.0251441082993,4276.5,4,67.4189872858797,418.92589670066536,350.84468839840576,68.0812083022596,293.44826899680504,0.011379249951281256,0.2014968892952489
2017-08-19,4100.0,4188.0,3900.0,4099.55,15036.18405113,60622180.53812361,-0.0001097560975609202,4195.808571428572,3260.6549999999997,2915.38,2650.5087,1918.2554,124.10154463565361,621.05485037763,4100.0,5,67.40299635220344,405.4240728071227,361.76056528014914,43.66350752697355,293.0591069256047,-0.04799557849905822,0.22631237305525898
2017-08-20,4091.99,4125.95,4000.0,4058.68,6237.9728963200005,25297075.43949622,-0.009969386883926346,4196.495714285714,3306.9443333333334,2948.3054,2674.1803999999997,1933.63045,123.19465773823494,627.2340537777742,4099.55,6,65.87477057650446,386.9652184995648,366.80149592403234,20.16372257553246,281.1227421452043,-0.023339196808216278,0.18917208462861423
2017-08-21,4058.64,4080.0,3949.78,3987.52,9782.05659401,39205294.96854992,-0.01753279391329199,4150.965714285714,3345.438,2977.9683999999997,2696.2867000000006,1948.5222,134.2757806229682,632.5396635316108,4058.68,0,63.18842528247064,362.416711922423,365.9245391237105,-3.507827201287455,270.3439748491183,-0.08936613349654254,0.0939518142362541
2017-08-22,3987.51,4139.31,3600.0,4085.0,23522.75816636,91607936.47028452,0.024446272369793798,4140.87,3389.9706666666666,3008.6589999999997,2719.2967000000003,1963.8622500000001,136.50139962653395,636.1204917685089,3987.52,1,65.277336649614,346.8296288557458,362.1055570701176,-15.275928214371788,289.55583378846706,-0.04477960949374493,0.05963528831936915
2017-08-23,4078.0,4248.97,4051.94,4108.12,14979.40348147,62131225.74471115,0.005659730722154199,4102.1957142857145,3434.908666666667,3038.8989999999994,2743.3231,1979.23695,87.33912026448468,637.697815987632,4085.0,2,65.77342164833715,332.50938281939443,356.18632221997296,-23.676939400578533,282.9468456607194,0.0019804878048779173,0.01338227422191629
2017-08-24,4121.78,4350.0,4082.57,4300.34,10782.69436738,45188812.05087737,0.04679025929135472,4105.601428571428,3492.7593333333334,3072.8477999999996,2769.3263999999995,1995.6833,95.36483741027618,634.7579703506459,4108.12,3,69.65513689881197,332.8343252943969,351.51592283485775,-18.68159754046087,281.8384995420966,0.04897854642582722,-0.0013677857429815754
2017-08-25,4308.8,4449.98,4270.0,4355.98,9699.61003374,42278545.587829076,0.012938511838598732,4142.17,3553.7923333333333,3107.9596,2795.0563,2012.3432500000001,134.07954318240596,626.4688772558641,4300.34,4,70.69130427219187,333.73444460906376,347.95962718969895,-14.225182580635192,274.5628924319468,0.07325041639153618,0.04820161369887388
2017-08-26,4348.17,4369.78,4232.43,4333.38,6559.66860375,28232267.488755032,-0.005188269918594557,4175.574285714286,3609.360666666667,3144.598,2819.6002000000003,2028.7477500000002,149.8876351201373,618.9247271314222,4355.98,5,69.65095821067837,328.8335757574887,344.1344169032569,-15.300841145768231,264.76197154395055,0.08673561511917183,-0.01038174493701527
2017-08-27,4333.38,4393.3,4290.32,4337.68,3979.12445283,17265128.919350695,0.0009922970060323166,4215.431428571429,3661.383,3180.3502000000003,2843.397,2045.18415,150.71588319623672,612.1026069560612,4333.38,6,69.74220001822218,321.58949246058546,339.6254320147226,-18.035939554137144,253.20611643366843,0.061855569155446766,0.014306091429907797
2017-08-28,4329.91,4399.72,4169.01,4379.99,8641.0024459,37082544.51114851,0.009754062079267989,4271.498571428571,3718.0306666666665,3217.9043999999994,2867.0570000000002,2062.1541,122.08118697935524,596.6438307036904,4337.68,0,70.67636994378584,315.62424779821913,334.82519517142197,-19.200947373202837,251.59925097412068,0.0661786900090553,0.06829024390243887
2017-08-29,4385.0,4649.78,4336.26,4578.82,11879.64283069,53506929.23288729,0.04539508081068666,4342.044285714285,3779.2456666666667,3263.0117999999998,2892.6697000000004,2080.0678,137.99200216645633,587.224864817454,4379.99,1,74.63896014322724,323.21484815906297,332.5031257689502,-9.288277609887245,256.0221616188263,0.0647576703237418,0.11690795331194881
